parent,address,distance,pname,importance,biz_ext,biz_type,cityname,type,photos,typecode,shopinfo,poiweight,childtype,adname,name,location,tel,shopid,id
B0FFFW2FHP,滨河大道辅道与泰然九路交叉口西80米,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;专科医院;眼科医院,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/ea86e30e41dea3f3787f5c278b054aa4'}, {'title': [], 'url': 'https://aos-comment.amap.com/B02F38MTEA/comment/fde19044b7614a2642f07b4d6c8c9b16_2048_2048_80.jpg'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/f1a204cbd6bcc81fe0fa0a33e34e07d3'}]",090203,2,[],202,福田区,深圳希玛林顺潮眼科医院,"114.024128,22.529727",17704036704,[],B02F38MTEA
[],人民北路2083号(晒布地铁站D3口步行380米),[],广东省,[],"{'cost': [], 'rating': '4.3'}",[],深圳市,生活服务;美容美发店;美容美发店,"[{'title': [], 'url': 'https://aos-comment.amap.com/B02F37TXYK/comment/bc116f2a25ff03a1adc47a10e3c4e37b_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B02F37TXYK/comment/6f558b7caa3b8f464eb4f731abec19d9_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B02F37TXYK/comment/4e2cec2088db6d46b63983b6b3ffcd81_2048_2048_80.jpg'}]",071100,1,[],[],罗湖区,深圳非凡医疗美容医院,"114.119515,22.547304",0755-82281088;0755-88833222;13923424153,[],B02F37TXYK
[],布吉街道南三社区吉政路25号布吉中海医院整套23号,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;专科医院;专科医院,"[{'title': [], 'url': 'https://aos-comment.amap.com/B02F30AI4R/comment/2a6accf76a5bc0bf26b273cb7eeaa891_2048_2048_80.jpg'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/92f96aa3d8a5c0a531a374e91df7d36e'}, {'title': [], 'url': 'https://aos-comment.amap.com/B02F30AI4R/comment/85dbf52f282f4b831c4ff6883bd8866a_2048_2048_80.jpg'}]",090200,2,[],[],龙岗区,深圳中海医院,"114.126354,22.606645",18038168710,[],B02F30AI4R
[],福强路1001号,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;专科医院;专科医院,"[{'title': [], 'url': 'https://aos-comment.amap.com/B02F37VYMG/headerImg/38a50f38ff5b9f4d2e21e5ea85e62ea2_2048_2048_80.jpg'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/9bbbbcbc10187710515a932c0aad4161'}, {'title': [], 'url': 'https://aos-comment.amap.com/B02F37VYMG/comment/021c77376782bf540d54e9e86a073174_2048_2048_80.jpg'}]",090200,2,[],[],福田区,深圳中山妇产医院,"114.069027,22.528157",18818583895,[],B02F37VYMG
B02F37VVND,宝安南路1048号河南外贸大厦,[],广东省,[],"{'cost': [], 'rating': '4.0'}",[],深圳市,医疗保健服务;专科医院;整形美容,"[{'title': [], 'url': 'https://aos-comment.amap.com/B0FFIS2IOL/comment/a4079b840062dc7143416637731468ce_2048_2048_80.jpg'}, {'title': [], 'url': 'http://s-pic.oss-cn-beijing.aliyuncs.com/desensitize/deep/images/publish/96bd439e7c0f5680ae7da70a226ff3d1.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0FFIS2IOL/comment/b70dbf2d242f760f0df9a93389542322_2048_2048_80.jpg'}]",090201,2,[],320,罗湖区,深圳阳光医疗美容医院,"114.111888,22.540280",18825225107,[],B0FFIS2IOL
[],滨河大道2048号(华强南地铁站A口步行150米),[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;专科医院;眼科医院,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/bd687b5968fe3f523f6e0aea7b133fd6'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/7aaa458c1602ff2362af92fbd8dac1ce'}, {'title': [], 'url': 'https://aos-comment.amap.com/B02F38RCE8/comment/b5a3de2c8ec2ad266f6b7cf5dd16cc85_2048_2048_80.jpg'}]",090203,2,[],[],福田区,深圳爱尔眼科医院(总院),"114.087587,22.535209",0755-23809666;18998936311;4006609120,[],B02F38RCE8
[],南山大道1122号,[],广东省,[],"{'cost': [], 'rating': '4.6'}",[],深圳市,医疗保健服务;专科医院;整形美容,"[{'title': [], 'url': 'https://aos-comment.amap.com/B0JAZSRZSP/comment/1c3e4b6022cf8f81e75dbb950ec1dc89_2048_2048_80.jpg'}, {'title': [], 'url': 'http://s-pic.oss-cn-beijing.aliyuncs.com/desensitize/deep/images/publish/0a7ca175d110a88ef700b944b714ede9.jpg'}, {'title': [], 'url': 'http://s-pic.oss-cn-beijing.aliyuncs.com/desensitize/deep/images/publish/dd04b358acc3e86c4f6e3d10f3a69ff1.jpg'}]",090201,2,[],[],南山区,深圳鹏爱医疗美容医院,"113.923232,22.521607",18682239726,[],B0IU65QUKT
[],龙城街道吉祥社区龙岗大道3012-3018号101(A栋B栋C栋),[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;专科医院;妇科医院,"[{'title': [], 'url': 'https://aos-comment.amap.com/B02F38RCDS/comment/e0ccfc3e0fb1a25086f07d5cc866fd13_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B02F38RCDS/comment/4dc9908207b98f61ae6bb2d04542f31d_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B02F38RCDS/comment/470ef12b3ee1669bca196f27a1f1f42f_2048_2048_80.jpg'}]",090209,2,[],[],龙岗区,深圳港龙医院,"114.245662,22.709805",13528843471,[],B02F38RCDS
[],龙华街道玉翠社区东环二路356号101,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;综合医院;综合医院,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/cfc63b58003be0705e795de9a39acead'}, {'title': [], 'url': 'https://aos-comment.amap.com/B02F37VMWI/comment/f4c8e7474616ee55b0bfcd3aea905aa5_2048_2048_80.jpg'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/28aff4aaa0eb64fb62cfa1ba384c428b'}]",090100,2,[],[],龙华区,深圳首康医院,"114.024925,22.666689",19924506091,[],B02F37VMWI
[],民治街道上塘路10号,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;综合医院;综合医院,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/2962ec38c8583c7559fdbf217bb55a51'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/2d97130162b455deeb3cc076d6237a1f'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/f8eb6ac2f41d5d1995e52b9dc3a08ed2'}]",090100,2,[],[],龙华区,深圳仁合医院,"114.021870,22.634964",0755-21013333,[],B0FFIQBSS6
[],龙岗街道南联社区碧新路(龙岗段)2001号101整栋,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;专科医院;眼科医院,"[{'title': [], 'url': 'https://aos-comment.amap.com/B0FFKL4PBW/comment/5bac105bbc908ba1607309a45234f482_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0FFKL4PBW/comment/2264c269d2401bd0bc010d6881235f19_2048_2048_80.jpg'}, {'title': [], 'url': 'http://s-pic.oss-cn-beijing.aliyuncs.com/desensitize/deep/images/publish/a5742809bdc10a25527ff4b0e07d71c1.jpg'}]",090203,2,[],[],龙岗区,深东爱尔眼科医院(龙岗总院),"114.269210,22.709081",0755-89610888,[],B0FFKL4PBW
[],南湖街道新南社区东门南路2006号宝丰大厦1层1号,[],广东省,[],"{'cost': [], 'rating': '3.4'}",[],深圳市,医疗保健服务;专科医院;整形美容,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/24c9971254b1835b115e8d0ce88f5301'}, {'title': [], 'url': 'https://aos-comment.amap.com/B02F37W5SU/comment/462f6887ae581f1a2002768f634779c9_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B02F37W5SU/comment/ce18738e19527a7756be9e2cf7203390_2048_2048_80.jpg'}]",090201,2,[],[],罗湖区,深圳富华医疗美容医院,"114.125351,22.539595",13316588492;18948325937,[],B02F37W5SU
[],太白路2013号(太安地铁站E口步行390米),[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;专科医院;专科医院,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/365b35d713fcef26cfe504f0748df77c'}, {'title': [], 'url': 'http://s-pic.oss-cn-beijing.aliyuncs.com/desensitize/deep/images/publish/ba0348c7c11f745af0f23364f85bde79.jpg'}, {'title': [], 'url': 'http://s-pic.oss-cn-beijing.aliyuncs.com/desensitize/deep/images/publish/4724f23b521781b55836f98841fc4a2a.jpg'}]",090200,2,[],[],罗湖区,深圳市罗湖区妇幼保健院(太白路),"114.136659,22.576369",0755-25510706,[],B02F37VD7C
[],龙田街道龙田南路6号,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;专科医院;妇科医院,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/05129d3e69daff11183193684256ee80'}, {'title': [], 'url': 'http://s-pic.oss-cn-beijing.aliyuncs.com/desensitize/deep/images/publish/cc88daad3a55cfd659fef60bbd2d8a1c.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B02F37SCFM/comment/27703aeea7feed1c56713839b719d1ec_2048_2048_80.jpg'}]",090209,2,[],[],坪山区,深圳市坪山区妇幼保健院,"114.369225,22.746719",0755-84134902;0755-84136633,[],B02F37SCFM
[],布龙路552号(坂田地铁站D口步行370米),[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;综合医院;综合医院,"[{'title': [], 'url': 'https://aos-comment.amap.com/B02F30AIXD/comment/3d8d852f304a754d664fae6fa0cc31fc_2048_2048_80.jpg'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/d55f1a7d323f7a9e0b495fcd9d7f3480'}, {'title': [], 'url': 'https://aos-comment.amap.com/B02F30AIXD/comment/2956957de893a780ba43ceccac8a4aaa_2048_2048_80.jpg'}]",090100,2,[],[],龙岗区,深圳坂田医院,"114.067169,22.627935",0755-89504000;0755-89504999,[],B02F30AIXD
[],福永街道白石厦社区白石厦路1号101(1-7层)2号1-6层90210-17层,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;综合医院;综合医院,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/4e70cc02d990877c66da7a1491827630'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/9e6ab2ad7b6818927cfd59eccb2d0c4e'}, {'title': [], 'url': 'http://s-pic.oss-cn-beijing.aliyuncs.com/desensitize/deep/images/publish/6fb3d8454afb1d0871d614ed00de525a.jpg'}]",090100,2,[],[],宝安区,深圳永福医院,"113.827822,22.674936",0755-27335555,[],B02F38JGTX
[],福田街道深南大道2001号嘉麟豪庭,[],广东省,[],"{'cost': [], 'rating': '4.4'}",[],深圳市,医疗保健服务;专科医院;整形美容,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/f77fb192ebd156499c09859c8b15719e'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0JB9HVGAV/comment/5d4967531da61e9439d66f4954d6424f_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0JB9HVGAV/comment/03ff315e7347f50b26c10bf445af81e7_2048_2048_80.jpg'}]",090201,2,[],[],福田区,深圳米兰柏羽医疗美容医院,"114.066405,22.539054",18100280587,[],B0JB9HVGAV
[],龙华街道三联社区和平路5赛龙豪轩BC栋204号201B202C,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;专科医院;口腔医院,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/0cfe050ce54a57c10272ba09e78de61d'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/986793163b6a0b89078f1575e23ef2de'}, {'title': [], 'url': 'https://comment-oss-online.oss-cn-wulanchabu.aliyuncs.com/B0FFL7IS3B/comment/content_media_external_images_media_944522_1654483465529_4f10a4b8.jpg'}]",090202,2,[],[],龙华区,麦芽口腔医院,"114.027556,22.656069",18576797732,[],B0FFL7IS3B
[],桂园北路70号,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;专科医院;口腔医院,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/7553ae4ac91d31a52c8efd41909990c0'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0FFKKZWF0/comment/b0eaf23757a14b54010b33a76196327c_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0FFKKZWF0/headerImg/39e3c72253ede0da3a2a18900959be15_2048_2048_80.jpg'}]",090202,2,[],[],罗湖区,深圳市口腔医院,"114.113927,22.553315",[],[],B0FFKKZWF0
[],龙岗街道鹏达路69号69-2号69-3号-5号,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;综合医院;综合医院,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/026c42596829a22bb708558bd8edddc9'}, {'title': [], 'url': 'https://aos-comment.amap.com/B02F38ZQCJ/comment/1fa77a800b91ca079cb5ef0e1c78d6ff_2048_2048_80.jpg'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/5f9064d5fed055293aea69094e062545'}]",090100,2,[],[],龙岗区,深圳慈海医院,"114.265780,22.714561",19925269415,[],B02F38ZQCJ
B02F30A88N,笋岗街道笋西社区宝安北路2088号深业物流大厦101(负11-20层),[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;综合医院;综合医院,"[{'title': [], 'url': 'https://aos-comment.amap.com/B0JG3AW8XT/headerImg/aeaa889fbdc9ccaf292435f765a9e5c1_2048_2048_80.jpg'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/55f569732f4eee06a279b3848917a23b'}, {'title': [], 'url': 'http://s-pic.oss-cn-beijing.aliyuncs.com/desensitize/deep/images/publish/b5af03f08286e7151dfe23a2990593da.jpg'}]",090100,2,[],202,罗湖区,深圳博爱曙光医院,"114.109679,22.562168",18682366857,[],B0JG3AW8XT
[],莲花街道康欣社区莲花路2032-1号汇邦大厦一层四-八层十一层十二层,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;专科医院;眼科医院,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/623aae354355afca0b90c7f0c4b26770'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/ad4e6120e87aec1369c27844166ca4ed'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/41716627d8246914b95cdff144913708'}]",090203,2,[],[],福田区,深圳华厦眼科医院,"114.041706,22.554134",18126285937,[],B0FFGNH9H5
[],南山大道1153号天源大厦,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;专科医院;口腔医院,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/03f659345979fa46b5ee49d500f74193'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/986793163b6a0b89078f1575e23ef2de'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/4ab1b3e32ca6e94fc3552d73e8c8d592'}]",090202,2,[],[],南山区,麦芽口腔品牌连锁(南山机构),"113.922529,22.521753",0755-82228777;18576797732,[],B0FFI6UUPP
[],桂园街道红桂路1018号武汉大厦1-8层,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;专科医院;专科医院,"[{'title': [], 'url': 'https://aos-comment.amap.com/B02F37WL02/headerImg/392876ac7518745c53dba99326185675_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B02F37WL02/comment/01e42cefc0ff38f0a680fc3c0fa85387_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B02F37WL02/comment/1b64987b81af8b50070d64d6005100f5_2048_2048_80.jpg'}]",090200,2,[],[],罗湖区,深圳怡康妇产医院,"114.111449,22.550932",18902483385,[],B02F37WL02
[],梅林街道梅观路5号深新大厦一二层,[],广东省,[],"{'cost': [], 'rating': '4.0'}",[],深圳市,医疗保健服务;医疗保健服务场所;医疗保健服务场所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/5a395e0ee3614cdaa0500188f463265f'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/6727bf41e0a30b1689434ccf3686eafc'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/6b75d32f273919d4cde49211f11a79e4'}]",090000,1,[],[],福田区,雍禾植发门诊部(深圳总院),"114.071684,22.570364",15680073762,[],B0FFJCTRYW
[],坂田街道吉华路525号,[],广东省,[],"{'cost': '200.00', 'rating': '4.9'}",[],深圳市,医疗保健服务;专科医院;专科医院,"[{'title': [], 'url': 'https://aos-comment.amap.com/B02F30AGX3/comment/f3f5029a45b9a36ff1d02d27acb5c2ad_2048_2048_80.jpg'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/816551267c3625d665d35a71a658882e'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/4e02099475f1dc296d0c7571cc5b39cc'}]",090200,2,[],[],龙岗区,深圳远东龙岗妇产医院,"114.071329,22.639539",0755-23678999,[],B02F30AGX3
[],锦盛财富广场,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;专科医院;口腔医院,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/916ec0c305be7d3f8bedb950dc211b24'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0IUFUYJIK/comment/43bb73c0a2b26593da2805b707c8e989_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0IUFUYJIK/comment/4bb814996f14ee62e73ef018e9dd7302_2048_2048_80.jpg'}]",090202,2,[],[],宝安区,深圳尔睦口腔医院,"113.817536,22.712824",0755-23723194,[],B0IUFUYJIK
[],观澜街道松元围120号(长湖地铁站D口步行150米),[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;综合医院;综合医院,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/200858d0ebd7c156cd8bf07c6f7758ce'}, {'title': [], 'url': 'http://s-pic.oss-cn-beijing.aliyuncs.com/desensitize/deep/images/publish/fc4c18be5727d1060ca24b8284132a48.jpg'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/03923af4824445a972902c6108ee1708'}]",090100,2,[],[],龙华区,深圳伟光医院,"114.043004,22.710786",13380342120,[],B02F30AB1D
[],宝安大道3180号,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;专科医院;口腔医院,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/23f550c72694d28518b310db74980b42'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/e94cfc92cbe8f4ad3b2173ad29c6f016'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/840fe82d032693ea232d48e94e4a4350'}]",090202,2,[],[],宝安区,深圳宝城口腔医院,"113.872260,22.574808",0755-22225661,[],B0FFK8S6I5
[],东纵路143号,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;专科医院;口腔医院,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/70d6c310dfa8df66c350a68f972b3dd8'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0FFLMDO3U/comment/dee03f37c0332039f22c7040cdedb9b9_2048_2048_80.jpg'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/23b50f6796f606a5af50d011148b853c'}]",090202,2,[],[],坪山区,南方医科大学深圳口腔医院(坪山),"114.364405,22.685856",[],[],B0FFLMDO3U
B02F37UK47,福强路3030号福田体育公园体育馆5号门,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;诊所;诊所,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/022b0e1763ece889073a1cf85424ac58'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/361cde52aadeb8e4da588e0cf2ec21d5'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/e2e809ea81a483b99746ee302ae22fe6'}]",090300,2,[],202,福田区,深圳运动康复门诊部,"114.036687,22.524550",0755-88892120,[],B0FFG9KZWJ
[],南湖街道罗湖桥社区人民南路2069号国际商业大厦北座嘉宾路二层A号,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;专科医院;口腔医院,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/819d6813ed8a8279c7883ff7226ee1ac'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/fd5d11cd1c0c465cd082d3f43b7ed65c'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/ef334b485aa225012adddd34449cc27c'}]",090202,2,[],[],罗湖区,格伦菲尔口腔国贸总院,"114.118320,22.539418",13008835269,[],B0KGX7QVK9
[],南山街道南海大道2289号深圳美澳口腔·种植修复中心,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;专科医院;口腔医院,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/80d670c4b63f9a77805370f65911fb92'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0FFJXXZC8/comment/05f41adedf61557e54cb53aeb9e2061d_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0FFJXXZC8/comment/9e09e69787fd5b101eb0ace9f8709860_2048_2048_80.jpg'}]",090202,2,[],[],南山区,深圳美澳口腔·种植修复中心,"113.928384,22.519648",18928465368,[],B0FFJXXZC8
B02F30A89U,南湖街道建设路罗湖火车站大楼C区1-2楼北侧4-8楼,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;专科医院;口腔医院,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/9d5c93b99be3bf051a9152b2e433eccd'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/e2c42e60cd247385dbd69575be9eef46'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/74254edd8f269b77b9ba29e6cfaee104'}]",090202,2,[],202,罗湖区,深圳爱康健口腔医院,"114.117585,22.532863",0755-61302631,[],B02F38TEYX
[],翠竹街道水贝社区文锦北路1118号鹏大厦1层二层三层,[],广东省,[],"{'cost': [], 'rating': '4.5'}",[],深圳市,医疗保健服务;专科医院;整形美容,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/9a7b350b72443dae1450864a073aff97'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/6c7fd04aab46bad2dcbe9bde73e10ec0'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/abb935166bb182c89f70ba35d8c3e250'}]",090201,2,[],[],罗湖区,深圳婳美医疗美容医院,"114.123347,22.566204",18665867235,[],B0I1K7Y96G
[],沿河南路1015号,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;专科医院;专科医院,"[{'title': [], 'url': 'https://aos-comment.amap.com/B02F37WKXT/comment/0fd33424db4255ce66eff7be554350aa_2048_2048_80.jpg'}, {'title': [], 'url': 'http://s-pic.oss-cn-beijing.aliyuncs.com/desensitize/deep/images/publish/ec769cb7a787d87339d29bef614c3bd3.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B02F37WKXT/comment/4ca9f3398485aa8ab3ce5a3d864d21f8_2048_2048_80.jpg'}]",090200,2,[],[],罗湖区,深圳远大肛肠医院,"114.121158,22.534802",13751007735,[],B02F37WKXT
B02F30A468,南新路23号满维大厦,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;专科医院;专科医院,"[{'title': [], 'url': 'https://aos-comment.amap.com/B0FFLI3SEM/comment/5b0cace157f30161e3777fdf401d5021_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0FFLI3SEM/comment/621c89af5a68196b8bd2fdd0aa12954e_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0FFLI3SEM/comment/6ee6bf78c55cadf31b3ba1687b0b2585_2048_2048_80.jpg'}]",090200,2,[],202,南山区,深圳肤康皮肤病专科门诊部,"113.916669,22.516008",15367973915,[],B0FFLI3SEM
[],龙华街道玉翠社区清泉北路龙日科技大厦1号楼101-1层整层-5层整层,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;专科医院;眼科医院,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/a8ada7136ffbad6c05b444b3ddb9d1b3'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0JD4CL2P2/comment/c5c42b58329b9c057d8febb92b12bd43_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0JD4CL2P2/comment/6d69a0556f2ffa0b62ad69d2cbe4800a_2048_2048_80.jpg'}]",090203,2,[],[],龙华区,深圳深北爱尔眼科医院,"114.028277,22.670819",0755-29735666;18123623167;18123657037,[],B0JD4CL2P2
B02F300372,笋岗东路3013号长虹大厦1-4楼,[],广东省,[],"{'cost': [], 'rating': '4.8'}",[],深圳市,医疗保健服务;综合医院;综合医院,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/7b147b366fb676923c36291393518196'}, {'title': '产品图', 'url': 'http://store.is.autonavi.com/showpic/26f777b637dbfb2b6e401082234008a5'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/909e6229ea831514e4ad4cd424868a3a'}]",090100,2,[],202,罗湖区,深圳鹏程医院,"114.107705,22.555319",13360518957,[],B0FFF3528Z
[],福星路12号物质楼东座2楼2013楼3014楼4016楼6017楼7018楼801房,[],广东省,[],"{'cost': [], 'rating': '4.3'}",[],深圳市,医疗保健服务;专科医院;整形美容,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/4cd47df881e83520ed44a6e4d2fd981f'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/0994334f05fb5dbb4848cdedb95cc3b0'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/4f071ed0f077ecd5373880ba0c8e3355'}]",090201,2,[],[],福田区,深圳军科医疗美容门诊部,"114.082239,22.535062",18948745469,[],B0FFGK72RC
B0FFGFBCBF,福田街道福民社区福强路1031号福民大厦201,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;医疗保健服务场所;医疗保健服务场所,"[{'title': [], 'url': 'https://aos-comment.amap.com/B0J0LSQO21/comment/15cc1ada7d124f291953bc1bb237658d_2048_2048_80.jpg'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/1300f26ceb2f80b8e67bfe249b943930'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0J0LSQO21/comment/1e961a4fea8dcf19321a741bda333d09_2048_2048_80.jpg'}]",090000,1,[],202,福田区,深圳福民乐莎莎口腔门诊部,"114.068703,22.522815",18588954725,[],B0J0LSQO21
[],沙井街道沙井社区新沙路565号一层转角E号铺位及三楼整层四楼,[],广东省,[],"{'cost': [], 'rating': []}",[],深圳市,医疗保健服务;专科医院;口腔医院,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/05ef06b3dae74e5d69ee14c2fcc948d6'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/63a210dbbf4ef5f2704695a7de63742c'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0FFKC4PKG/comment/e041bff3521e08bd5bb9c8ec8a4e0dec_2048_2048_80.jpg'}]",090202,2,[],[],宝安区,格伦菲尔口腔(宝安沙井店),"113.812797,22.732523",13008835269,[],B0FFKC4PKG
